rms,mean,std,variance,max,min,peak_to_peak,kurtosis,crest_factor,dominant_frequency,spectral_energy,label
0.10524,0.001709,0.105226,0.011073,0.251512,-0.237674,0.489186,2.2196,2.389891,48.83,0.00824,DEVIATION
0.10515,0.001972,0.105132,0.011053,0.247529,-0.241967,0.489496,2.209608,2.354055,48.83,0.008201,DEVIATION
0.104792,0.002047,0.104772,0.010977,0.258048,-0.236002,0.49405,2.241592,2.462476,48.83,0.008271,DEVIATION
0.106158,0.002192,0.106135,0.011265,0.25404,-0.257018,0.511058,2.236745,2.393042,48.83,0.008472,DEVIATION
0.105665,0.00296,0.105623,0.011156,0.246682,-0.250171,0.496853,2.237272,2.334575,48.83,0.008332,DEVIATION
0.105218,0.001094,0.105212,0.01107,0.238456,-0.246303,0.484759,2.203977,2.266313,48.83,0.008373,DEVIATION
0.105121,0.002702,0.105086,0.011043,0.257577,-0.245344,0.502921,2.269284,2.450287,48.83,0.008089,DEVIATION
0.10538,0.002832,0.105342,0.011097,0.256525,-0.260757,0.517282,2.198995,2.434285,48.83,0.008193,DEVIATION
0.104872,0.00161,0.10486,0.010996,0.27999,-0.254183,0.534172,2.28047,2.669819,48.83,0.008133,DEVIATION
0.105079,0.0018,0.105063,0.011038,0.243264,-0.252924,0.496188,2.244771,2.315065,48.83,0.008444,DEVIATION
0.105459,0.00159,0.105447,0.011119,0.25208,-0.256449,0.508529,2.211492,2.390317,48.83,0.00849,DEVIATION
0.106085,0.001394,0.106075,0.011252,0.252274,-0.257352,0.509626,2.195946,2.378044,48.83,0.008409,DEVIATION
0.104988,0.002884,0.104948,0.011014,0.245185,-0.266348,0.511533,2.204423,2.335368,48.83,0.00829,DEVIATION
0.105067,0.001663,0.105054,0.011036,0.259841,-0.26234,0.522182,2.206504,2.473108,48.83,0.008178,DEVIATION
0.104847,0.001622,0.104835,0.01099,0.247474,-0.269762,0.517237,2.230697,2.36033,48.83,0.008302,DEVIATION
0.105088,0.002846,0.10505,0.011035,0.248258,-0.243247,0.491505,2.23293,2.362373,48.83,0.008192,DEVIATION
0.106566,0.001839,0.10655,0.011353,0.27739,-0.254026,0.531416,2.225945,2.602979,48.83,0.008508,DEVIATION
0.105248,0.001543,0.105236,0.011075,0.263539,-0.246833,0.510372,2.194006,2.503987,48.83,0.008384,DEVIATION
0.104772,0.001855,0.104756,0.010974,0.265499,-0.255131,0.52063,2.203425,2.53405,48.83,0.008256,DEVIATION
0.105118,0.001277,0.105111,0.011048,0.232246,-0.254394,0.486639,2.184363,2.209374,48.83,0.008285,DEVIATION
0.105284,0.001406,0.105275,0.011083,0.270061,-0.253562,0.523623,2.166051,2.565073,48.83,0.008257,DEVIATION
0.104075,0.002182,0.104052,0.010827,0.268395,-0.232518,0.500912,2.248638,2.578852,48.83,0.00819,DEVIATION
0.105844,0.00142,0.105835,0.011201,0.254137,-0.246653,0.50079,2.224787,2.401039,48.83,0.008284,DEVIATION
0.106299,0.002829,0.106261,0.011291,0.247728,-0.251638,0.499366,2.212516,2.330494,48.83,0.008231,DEVIATION
0.105628,0.002198,0.105605,0.011152,0.242583,-0.25155,0.494133,2.205119,2.296592,48.83,0.008444,DEVIATION
0.105116,0.001905,0.105099,0.011046,0.25129,-0.241597,0.492887,2.210541,2.390586,48.83,0.008229,DEVIATION
0.105537,0.001931,0.10552,0.011134,0.242776,-0.256596,0.499372,2.19752,2.300379,48.83,0.008224,DEVIATION
0.106055,0.002801,0.106018,0.01124,0.283837,-0.240844,0.524681,2.187497,2.676331,48.83,0.008405,DEVIATION
0.105817,0.001997,0.105798,0.011193,0.255162,-0.246687,0.501849,2.223336,2.411355,48.83,0.008148,DEVIATION
0.105639,0.00126,0.105632,0.011158,0.245134,-0.246722,0.491856,2.19712,2.320485,48.83,0.00831,DEVIATION
0.105489,0.002545,0.105459,0.011122,0.25753,-0.258158,0.515688,2.235341,2.441284,48.83,0.008327,DEVIATION
0.10495,0.002116,0.104929,0.01101,0.253323,-0.252597,0.50592,2.251693,2.413742,48.83,0.008301,DEVIATION
0.104978,0.002144,0.104956,0.011016,0.250564,-0.250293,0.500857,2.225291,2.386817,48.83,0.008304,DEVIATION
0.105866,0.001117,0.10586,0.011206,0.242005,-0.247466,0.48947,2.222517,2.285946,48.83,0.008288,DEVIATION
0.104863,0.003051,0.104818,0.010987,0.246241,-0.241385,0.487626,2.23237,2.348222,48.83,0.008212,DEVIATION
0.106228,0.001905,0.106211,0.011281,0.249865,-0.241296,0.491161,2.21221,2.352157,48.83,0.008417,DEVIATION
0.105636,0.002086,0.105615,0.011155,0.262209,-0.259567,0.521776,2.25419,2.482195,48.83,0.008429,DEVIATION
0.104477,0.002713,0.104442,0.010908,0.256549,-0.267543,0.524092,2.229594,2.455553,48.83,0.008025,DEVIATION
0.105164,0.00156,0.105153,0.011057,0.256305,-0.267592,0.523897,2.248264,2.437184,48.83,0.008117,DEVIATION
0.104936,0.002777,0.104899,0.011004,0.254204,-0.270561,0.524765,2.269599,2.422472,48.83,0.008138,DEVIATION
0.104657,0.001525,0.104646,0.010951,0.247084,-0.262026,0.50911,2.174243,2.360882,48.83,0.008182,DEVIATION
0.105941,0.002256,0.105917,0.011218,0.251945,-0.246245,0.49819,2.245823,2.378156,48.83,0.008398,DEVIATION
0.105156,0.003025,0.105113,0.011049,0.245848,-0.26955,0.515397,2.261038,2.33793,48.83,0.008385,DEVIATION
0.10507,0.003039,0.105026,0.01103,0.256938,-0.248168,0.505107,2.236337,2.4454,48.83,0.008198,DEVIATION
0.105104,0.002925,0.105064,0.011038,0.237456,-0.243222,0.480678,2.242095,2.259238,48.83,0.008179,DEVIATION
0.105042,0.002588,0.105011,0.011027,0.250262,-0.24942,0.499682,2.229285,2.382487,48.83,0.008283,DEVIATION
0.10539,0.002067,0.10537,0.011103,0.266314,-0.254798,0.521112,2.265874,2.526942,48.83,0.008186,DEVIATION
0.105238,0.002045,0.105219,0.011071,0.251243,-0.245614,0.496857,2.184042,2.387375,48.83,0.008322,DEVIATION
0.105226,0.001584,0.105214,0.01107,0.254646,-0.243335,0.497981,2.248206,2.419981,48.83,0.008209,DEVIATION
0.105509,0.002476,0.10548,0.011126,0.274139,-0.247361,0.521499,2.20416,2.598244,48.83,0.008215,DEVIATION
0.104748,0.003215,0.104699,0.010962,0.251324,-0.233464,0.484788,2.193323,2.399319,48.83,0.008208,DEVIATION
0.104226,0.002257,0.104201,0.010858,0.240209,-0.258115,0.498324,2.209902,2.304704,48.83,0.008126,DEVIATION
0.105847,0.001964,0.105829,0.0112,0.247213,-0.271101,0.518315,2.242477,2.335568,48.83,0.008271,DEVIATION
0.10523,0.002324,0.105204,0.011068,0.243849,-0.263614,0.507463,2.200517,2.31729,48.83,0.008283,DEVIATION
0.104523,0.001548,0.104512,0.010923,0.250075,-0.252499,0.502574,2.24705,2.392533,48.83,0.008164,DEVIATION
0.105418,0.002094,0.105397,0.011109,0.247455,-0.256733,0.504188,2.242182,2.347364,48.83,0.00837,DEVIATION
0.105105,0.001138,0.105099,0.011046,0.256385,-0.240253,0.496638,2.221593,2.439334,48.83,0.008155,DEVIATION
0.104933,0.002171,0.10491,0.011006,0.246053,-0.258261,0.504314,2.268381,2.344857,48.83,0.008253,DEVIATION
0.105033,0.001535,0.105022,0.01103,0.245577,-0.242769,0.488346,2.207577,2.338093,48.83,0.008232,DEVIATION
0.105027,0.002712,0.104991,0.011023,0.253113,-0.250698,0.503811,2.221024,2.409994,48.83,0.008177,DEVIATION
0.105624,0.002585,0.105592,0.01115,0.250104,-0.27129,0.521393,2.215562,2.367865,48.83,0.008358,DEVIATION
0.106003,0.002819,0.105966,0.011229,0.242584,-0.243408,0.485992,2.267559,2.288456,48.83,0.008407,DEVIATION
0.105372,0.001911,0.105355,0.0111,0.245795,-0.267782,0.513578,2.238354,2.332632,48.83,0.008357,DEVIATION
0.105352,0.002844,0.105313,0.011091,0.244266,-0.245481,0.489746,2.220608,2.318579,48.83,0.008218,DEVIATION
0.104654,0.001866,0.104637,0.010949,0.249147,-0.265789,0.514936,2.242954,2.380675,48.83,0.008238,DEVIATION
0.105407,0.00276,0.105371,0.011103,0.246696,-0.241929,0.488625,2.219724,2.340424,48.83,0.008226,DEVIATION
0.104208,0.002848,0.104169,0.010851,0.25689,-0.252172,0.509062,2.214277,2.465164,48.83,0.008192,DEVIATION
0.105129,0.001324,0.105121,0.01105,0.281117,-0.251572,0.532689,2.232895,2.674016,48.83,0.00823,DEVIATION
0.104994,0.00286,0.104955,0.011015,0.260749,-0.240922,0.501671,2.241818,2.483471,48.83,0.008325,DEVIATION
0.105948,0.002212,0.105925,0.01122,0.25109,-0.266522,0.517612,2.262417,2.36993,48.83,0.008285,DEVIATION
0.105221,0.002463,0.105192,0.011065,0.237436,-0.256009,0.493445,2.193913,2.256536,48.83,0.008342,DEVIATION
0.105308,0.00166,0.105295,0.011087,0.248478,-0.25152,0.499998,2.22244,2.359534,48.83,0.00839,DEVIATION
0.105469,0.002683,0.105435,0.011117,0.250475,-0.253973,0.504448,2.219186,2.374865,48.83,0.008185,DEVIATION
0.105736,0.002053,0.105716,0.011176,0.264191,-0.255685,0.519875,2.211554,2.498595,48.83,0.008237,DEVIATION
0.105083,0.002625,0.105051,0.011036,0.247001,-0.245022,0.492022,2.219226,2.350521,48.83,0.00823,DEVIATION
0.10641,0.002432,0.106382,0.011317,0.267656,-0.268306,0.535962,2.254014,2.515326,48.83,0.008536,DEVIATION
0.105874,0.002327,0.105848,0.011204,0.247769,-0.269374,0.517143,2.205491,2.340228,48.83,0.008451,DEVIATION
0.105236,0.002926,0.105195,0.011066,0.253446,-0.228828,0.482274,2.206933,2.40837,48.83,0.008248,DEVIATION
0.105834,0.001876,0.105817,0.011197,0.258839,-0.253264,0.512103,2.222647,2.445712,48.83,0.008537,DEVIATION
0.104307,0.00156,0.104295,0.010877,0.223802,-0.255482,0.479284,2.166273,2.145609,48.83,0.008185,DEVIATION
0.105779,0.001797,0.105764,0.011186,0.2551,-0.285247,0.540347,2.225076,2.41162,48.83,0.008278,DEVIATION
0.10488,0.00283,0.104842,0.010992,0.252093,-0.251805,0.503898,2.203568,2.403625,48.83,0.008319,DEVIATION
0.105283,0.003493,0.105225,0.011072,0.244394,-0.254423,0.498817,2.249917,2.321298,48.83,0.008305,DEVIATION
0.104475,0.001914,0.104457,0.010911,0.252425,-0.249951,0.502376,2.201359,2.416137,48.83,0.008182,DEVIATION
0.105559,0.00241,0.105531,0.011137,0.245884,-0.250757,0.496641,2.268885,2.329363,48.83,0.008297,DEVIATION
0.106103,0.002629,0.106071,0.011251,0.254263,-0.23974,0.494004,2.221503,2.396376,48.83,0.008474,DEVIATION
0.105345,0.001309,0.105337,0.011096,0.244861,-0.250408,0.495269,2.209123,2.324365,48.83,0.008218,DEVIATION
0.10491,0.001435,0.104901,0.011004,0.256342,-0.237686,0.494028,2.211432,2.443441,48.83,0.008121,DEVIATION
0.105458,0.001647,0.105445,0.011119,0.263702,-0.246723,0.510425,2.240212,2.500548,48.83,0.008306,DEVIATION
0.10441,0.002179,0.104387,0.010897,0.239346,-0.245614,0.484961,2.226237,2.292364,48.83,0.008051,DEVIATION
0.104302,0.001761,0.104287,0.010876,0.231932,-0.274601,0.506533,2.220562,2.223656,48.83,0.008029,DEVIATION
0.10505,0.002679,0.105015,0.011028,0.265751,-0.266575,0.532325,2.256445,2.529763,48.83,0.008248,DEVIATION
0.105026,0.002013,0.105007,0.011026,0.243082,-0.270453,0.513535,2.225543,2.314497,48.83,0.008228,DEVIATION
0.10463,0.002752,0.104593,0.01094,0.240943,-0.253519,0.494462,2.186073,2.302821,48.83,0.008204,DEVIATION
0.105383,0.002048,0.105363,0.011101,0.261391,-0.25311,0.514501,2.272693,2.480381,48.83,0.00843,DEVIATION
0.105462,0.002338,0.105436,0.011117,0.263022,-0.24647,0.509492,2.235193,2.493995,48.83,0.008326,DEVIATION
0.104512,0.002461,0.104483,0.010917,0.251126,-0.259905,0.511031,2.219662,2.402853,48.83,0.008179,DEVIATION
0.105127,0.001697,0.105113,0.011049,0.246903,-0.245503,0.492407,2.176707,2.34863,48.83,0.008421,DEVIATION
0.105528,0.00183,0.105512,0.011133,0.277312,-0.24659,0.523901,2.213159,2.627843,48.83,0.008208,DEVIATION
0.104873,0.001835,0.104857,0.010995,0.240006,-0.260639,0.500645,2.197576,2.288548,48.83,0.008214,DEVIATION
0.105492,0.002405,0.105465,0.011123,0.262675,-0.25306,0.515735,2.2283,2.489996,48.83,0.008269,DEVIATION
0.106267,0.003188,0.106219,0.011283,0.254398,-0.23734,0.491738,2.173233,2.393943,48.83,0.008512,DEVIATION
0.105983,0.002491,0.105954,0.011226,0.256276,-0.252408,0.508684,2.224428,2.418077,48.83,0.008423,DEVIATION
0.104971,0.001401,0.104962,0.011017,0.244908,-0.276545,0.521453,2.248864,2.333095,48.83,0.008311,DEVIATION
0.10584,0.002052,0.105821,0.011198,0.257565,-0.250256,0.507821,2.234384,2.433524,48.83,0.008374,DEVIATION
0.104681,0.002137,0.104659,0.010954,0.251506,-0.239631,0.491137,2.187379,2.402596,48.83,0.008134,DEVIATION
0.104789,0.002173,0.104766,0.010976,0.238353,-0.233392,0.471745,2.199817,2.274604,48.83,0.008245,DEVIATION
0.105027,0.002291,0.105002,0.011026,0.243843,-0.276396,0.520239,2.238702,2.321711,48.83,0.008224,DEVIATION
0.105562,0.002718,0.105527,0.011136,0.264201,-0.250169,0.514371,2.212793,2.502813,48.83,0.00834,DEVIATION
0.105341,0.001655,0.105328,0.011094,0.254719,-0.250639,0.505358,2.198174,2.418029,48.83,0.008263,DEVIATION
0.105097,0.002269,0.105073,0.01104,0.24924,-0.250303,0.499543,2.236599,2.371519,48.83,0.008293,DEVIATION
0.105502,0.002274,0.105477,0.011125,0.238048,-0.270151,0.508199,2.249862,2.256348,48.83,0.008443,DEVIATION
0.105132,0.001994,0.105113,0.011049,0.25154,-0.240581,0.49212,2.23412,2.392612,48.83,0.008151,DEVIATION
0.105203,0.002206,0.10518,0.011063,0.249485,-0.232333,0.481818,2.179502,2.371456,48.83,0.008274,DEVIATION
0.105792,0.002162,0.10577,0.011187,0.264235,-0.254747,0.518982,2.203183,2.497682,48.83,0.008207,DEVIATION
0.104893,0.002537,0.104862,0.010996,0.253758,-0.252104,0.505862,2.214059,2.419208,48.83,0.008416,DEVIATION
0.104568,0.002785,0.10453,0.010927,0.255986,-0.24077,0.496755,2.233022,2.448041,48.83,0.008288,DEVIATION
0.105891,0.001943,0.105874,0.011209,0.248923,-0.252122,0.501045,2.239457,2.35074,48.83,0.008327,DEVIATION
0.10513,0.003034,0.105086,0.011043,0.255503,-0.255544,0.511047,2.228092,2.430346,48.83,0.008151,DEVIATION
0.105502,0.001955,0.105484,0.011127,0.248284,-0.25106,0.499344,2.204765,2.353351,48.83,0.008258,DEVIATION
0.104673,0.002892,0.104633,0.010948,0.26211,-0.270189,0.532299,2.251006,2.504086,48.83,0.008118,DEVIATION
0.105706,0.002513,0.105676,0.011167,0.247292,-0.261712,0.509005,2.181865,2.339444,48.83,0.008317,DEVIATION
0.105113,0.001806,0.105098,0.011046,0.246381,-0.235082,0.481463,2.198138,2.343959,48.83,0.008197,DEVIATION
0.104713,0.002274,0.104688,0.01096,0.260642,-0.237473,0.498115,2.233847,2.489113,48.83,0.008321,DEVIATION
0.10555,0.002643,0.105517,0.011134,0.259364,-0.265192,0.524556,2.201712,2.457252,48.83,0.008384,DEVIATION
0.104716,0.002124,0.104695,0.010961,0.24967,-0.228689,0.47836,2.2391,2.384259,48.83,0.008202,DEVIATION
0.10659,0.003022,0.106547,0.011352,0.240909,-0.259713,0.500621,2.226826,2.260146,48.83,0.008384,DEVIATION
0.105607,0.001598,0.105595,0.01115,0.257372,-0.254737,0.512109,2.221145,2.437072,48.83,0.008395,DEVIATION
0.10491,0.001594,0.104898,0.011004,0.248554,-0.240118,0.488672,2.196195,2.369208,48.83,0.008238,DEVIATION
0.105156,0.00153,0.105145,0.011055,0.234853,-0.239796,0.47465,2.208881,2.233387,48.83,0.008312,DEVIATION
0.104968,0.001729,0.104953,0.011015,0.245965,-0.264145,0.51011,2.242923,2.343248,48.83,0.00834,DEVIATION
0.105712,0.002532,0.105682,0.011169,0.240952,-0.233216,0.474168,2.205906,2.279318,48.83,0.008432,DEVIATION
0.105601,0.001892,0.105584,0.011148,0.241841,-0.25206,0.493901,2.252283,2.290138,48.83,0.008501,DEVIATION
0.104676,0.002293,0.104651,0.010952,0.265962,-0.242819,0.508781,2.228442,2.540817,48.83,0.008328,DEVIATION
0.104891,0.001894,0.104874,0.010999,0.251929,-0.253369,0.505298,2.213761,2.401818,48.83,0.008217,DEVIATION
0.104465,0.002797,0.104428,0.010905,0.253636,-0.261607,0.515243,2.187586,2.427951,48.83,0.008081,DEVIATION
0.106031,0.003439,0.105975,0.011231,0.246705,-0.253345,0.50005,2.224448,2.326722,48.83,0.008422,DEVIATION
0.105311,0.002929,0.10527,0.011082,0.236351,-0.24251,0.478861,2.212949,2.244326,48.83,0.008161,DEVIATION
0.105133,0.003135,0.105086,0.011043,0.259471,-0.253816,0.513287,2.217558,2.468029,48.83,0.008162,DEVIATION
0.105082,0.002673,0.105048,0.011035,0.241959,-0.256439,0.498398,2.198285,2.302566,48.83,0.008389,DEVIATION
0.104167,0.003396,0.104112,0.010839,0.254061,-0.235681,0.489742,2.162548,2.438981,48.83,0.008304,DEVIATION
0.105627,0.002065,0.105607,0.011153,0.256053,-0.231647,0.4877,2.170879,2.42413,48.83,0.008486,DEVIATION
0.104109,0.002117,0.104088,0.010834,0.236328,-0.250052,0.48638,2.215878,2.270004,48.83,0.008148,DEVIATION
0.106253,0.002633,0.106221,0.011283,0.249555,-0.25616,0.505715,2.224048,2.348683,48.83,0.008538,DEVIATION
0.105907,0.002618,0.105875,0.011209,0.238808,-0.252452,0.49126,2.21657,2.254886,48.83,0.008421,DEVIATION
0.106025,0.00144,0.106016,0.011239,0.236262,-0.266884,0.503146,2.231888,2.228351,48.83,0.008468,DEVIATION
0.104347,0.002198,0.104324,0.010883,0.254162,-0.242532,0.496694,2.230416,2.435736,48.83,0.008206,DEVIATION
0.104783,0.002916,0.104743,0.010971,0.250134,-0.242316,0.492451,2.220092,2.387157,48.83,0.008298,DEVIATION
0.105782,0.002252,0.105758,0.011185,0.25352,-0.248749,0.502269,2.224067,2.396635,48.83,0.008452,DEVIATION
0.105867,0.001882,0.10585,0.011204,0.254032,-0.259865,0.513896,2.217655,2.399536,48.83,0.008354,DEVIATION
0.104596,0.001717,0.104582,0.010937,0.267152,-0.245835,0.512987,2.228524,2.554126,48.83,0.008159,DEVIATION
0.104956,0.002763,0.104919,0.011008,0.232314,-0.231598,0.463912,2.204314,2.213449,48.83,0.008156,DEVIATION
0.105381,0.002464,0.105352,0.011099,0.249865,-0.278435,0.5283,2.240584,2.371059,48.83,0.008147,DEVIATION
0.275851,0.021244,0.275032,0.075643,1.096202,-0.712734,1.808935,2.790993,3.973889,48.83,0.05775,ANOMALY
0.273638,0.021544,0.272788,0.074413,0.967166,-0.625084,1.59225,2.703596,3.534476,48.83,0.05525,ANOMALY
0.280405,0.02436,0.279344,0.078033,1.012865,-0.602284,1.615149,2.636112,3.612154,48.83,0.059141,ANOMALY
0.281156,0.029868,0.279565,0.078157,1.094119,-0.637199,1.731317,3.100013,3.891498,48.83,0.059948,ANOMALY
0.269036,0.019098,0.268357,0.072016,1.000728,-0.5997,1.600427,2.470639,3.719678,48.83,0.053956,ANOMALY
0.280514,0.025995,0.279307,0.078012,1.12306,-0.635255,1.758314,3.056432,4.00358,48.83,0.059081,ANOMALY
0.266512,0.015907,0.266037,0.070776,0.842384,-0.677418,1.519801,2.399806,3.16077,48.83,0.054636,ANOMALY
0.267098,0.016192,0.266607,0.071079,0.909974,-0.605261,1.515235,2.537142,3.406891,48.83,0.054307,ANOMALY
0.268533,0.016665,0.268015,0.071832,0.865872,-0.594976,1.460848,2.493912,3.224451,48.83,0.055466,ANOMALY
0.2741,0.020027,0.273367,0.07473,0.941342,-0.652305,1.593647,2.816657,3.434303,48.83,0.055635,ANOMALY
0.271158,0.01876,0.270508,0.073175,0.889361,-0.593683,1.483044,2.467317,3.27986,48.83,0.053818,ANOMALY
0.276557,0.022691,0.275624,0.075969,1.08669,-0.644268,1.730958,3.109999,3.929353,48.83,0.058575,ANOMALY
0.283495,0.024547,0.28243,0.079767,1.186233,-0.58158,1.767814,3.050628,4.184321,48.83,0.061488,ANOMALY
0.2736,0.02297,0.272634,0.074329,1.011314,-0.594757,1.606071,2.720495,3.696324,48.83,0.057097,ANOMALY
0.282466,0.025998,0.281268,0.079111,1.069421,-0.599408,1.668829,3.039842,3.786009,48.83,0.06049,ANOMALY
0.27555,0.025348,0.274382,0.075285,1.046107,-0.57675,1.622857,2.841055,3.796432,48.83,0.056995,ANOMALY
0.269109,0.020275,0.268345,0.072009,0.840431,-0.631531,1.471962,2.523048,3.123009,48.83,0.053864,ANOMALY
0.277654,0.023655,0.276645,0.076532,1.035397,-0.645737,1.681135,2.741198,3.729087,48.83,0.059106,ANOMALY
0.275504,0.02296,0.274545,0.075375,1.123206,-0.670217,1.793422,2.730904,4.076917,48.83,0.056744,ANOMALY
0.280165,0.020937,0.279382,0.078054,0.933973,-0.612111,1.546084,2.746605,3.333654,48.83,0.058557,ANOMALY
0.280143,0.024164,0.279099,0.077896,1.061134,-0.68956,1.750694,2.858945,3.787823,48.83,0.061495,ANOMALY
0.276719,0.018788,0.276081,0.076221,0.949271,-0.628169,1.577441,2.648217,3.43045,48.83,0.057238,ANOMALY
0.266931,0.014591,0.266532,0.071039,0.908331,-0.65424,1.56257,2.492995,3.402871,48.83,0.052699,ANOMALY
0.265937,0.014848,0.265522,0.070502,0.847667,-0.609733,1.457399,2.43567,3.187469,48.83,0.052759,ANOMALY
0.267843,0.017046,0.2673,0.071449,0.887797,-0.670068,1.557865,2.488567,3.314619,48.83,0.054616,ANOMALY
0.276237,0.022564,0.275314,0.075798,1.064873,-0.627671,1.692544,2.753721,3.854924,48.83,0.058784,ANOMALY
0.278708,0.027198,0.277377,0.076938,1.065249,-0.612389,1.677638,2.732912,3.822103,48.83,0.059777,ANOMALY
0.276814,0.024254,0.27575,0.076038,1.107463,-0.605776,1.713239,2.787926,4.000744,48.83,0.058031,ANOMALY
0.276106,0.020962,0.275309,0.075795,0.949771,-0.625868,1.575639,2.652632,3.439885,48.83,0.056289,ANOMALY
0.266774,0.014333,0.266389,0.070963,0.783707,-0.612804,1.396511,2.431889,2.937718,48.83,0.054934,ANOMALY
0.267922,0.017958,0.26732,0.07146,0.970499,-0.602331,1.572831,2.645443,3.622317,48.83,0.054409,ANOMALY
0.261046,0.01257,0.260743,0.067987,0.764002,-0.570988,1.33499,2.363519,2.926697,48.83,0.051012,ANOMALY
0.267049,0.020472,0.266263,0.070896,0.850412,-0.614766,1.465178,2.46355,3.18448,48.83,0.054102,ANOMALY
0.269231,0.019848,0.268499,0.072092,1.003887,-0.608584,1.61247,2.486966,3.728715,48.83,0.053706,ANOMALY
0.27371,0.020933,0.272908,0.074479,0.937081,-0.619314,1.556395,2.685186,3.42363,48.83,0.056559,ANOMALY
0.280232,0.024481,0.279161,0.077931,1.018911,-0.605161,1.624073,2.758886,3.635952,48.83,0.059103,ANOMALY
0.268019,0.022793,0.267048,0.071315,0.904818,-0.638626,1.543444,2.46839,3.37595,48.83,0.054354,ANOMALY
0.268762,0.016368,0.268263,0.071965,0.995084,-0.620267,1.615352,2.713557,3.70247,48.83,0.055196,ANOMALY
0.275132,0.021559,0.274286,0.075233,0.955059,-0.669233,1.624292,2.644247,3.471278,48.83,0.057559,ANOMALY
0.28107,0.026647,0.279804,0.078291,1.074398,-0.706836,1.781235,3.073299,3.822523,48.83,0.058883,ANOMALY
0.271013,0.025556,0.269806,0.072795,1.011527,-0.649429,1.660956,2.553105,3.732388,48.83,0.056063,ANOMALY
0.261415,0.01308,0.261087,0.068167,0.766689,-0.612155,1.378843,2.404308,2.932842,48.83,0.052381,ANOMALY
0.260977,0.016805,0.260435,0.067826,0.787382,-0.630694,1.418077,2.405539,3.01706,48.83,0.051487,ANOMALY
0.268078,0.021667,0.267201,0.071397,0.926334,-0.658617,1.584951,2.479566,3.45546,48.83,0.054519,ANOMALY
0.266706,0.020413,0.265924,0.070716,0.91941,-0.639346,1.558756,2.470539,3.447274,48.83,0.053128,ANOMALY
0.26756,0.018211,0.266939,0.071256,0.85576,-0.598887,1.454647,2.422399,3.198389,48.83,0.05374,ANOMALY
0.277886,0.027684,0.276504,0.076454,1.04692,-0.637737,1.684657,2.734518,3.767444,48.83,0.057135,ANOMALY
0.288132,0.026687,0.286894,0.082308,1.120316,-0.626882,1.747199,3.103293,3.888199,48.83,0.063131,ANOMALY
0.271529,0.019108,0.270856,0.073363,0.881605,-0.59207,1.473675,2.459701,3.246817,48.83,0.056457,ANOMALY
0.271898,0.019095,0.271226,0.073564,0.915596,-0.632021,1.547618,2.581955,3.367428,48.83,0.054811,ANOMALY
0.266912,0.01818,0.266292,0.070911,0.934775,-0.610574,1.54535,2.547892,3.502187,48.83,0.052349,ANOMALY
0.270622,0.022074,0.26972,0.072749,0.916282,-0.616068,1.53235,2.51067,3.385837,48.83,0.053936,ANOMALY
0.289441,0.031259,0.287748,0.082799,1.229253,-0.612053,1.841306,3.191184,4.246994,48.83,0.062231,ANOMALY
0.274399,0.024687,0.273286,0.074685,1.013966,-0.60573,1.619696,2.84481,3.695225,48.83,0.056767,ANOMALY
0.264581,0.018052,0.263964,0.069677,0.756355,-0.583494,1.339849,2.338611,2.858694,48.83,0.053205,ANOMALY
0.269822,0.021136,0.268993,0.072357,1.044386,-0.574708,1.619094,2.654312,3.87065,48.83,0.055367,ANOMALY
0.281357,0.027217,0.280037,0.078421,1.095372,-0.630394,1.725766,2.805308,3.893178,48.83,0.060915,ANOMALY
0.26821,0.01949,0.267501,0.071557,0.964585,-0.699186,1.663771,2.567363,3.596375,48.83,0.053652,ANOMALY
0.267872,0.018971,0.267199,0.071395,0.86392,-0.610825,1.474745,2.497727,3.225126,48.83,0.05325,ANOMALY
0.27986,0.025629,0.278684,0.077665,1.05589,-0.610278,1.666168,3.085103,3.772925,48.83,0.058404,ANOMALY
0.272649,0.021576,0.271794,0.073872,0.913433,-0.591862,1.505294,2.603633,3.35021,48.83,0.055565,ANOMALY
0.268312,0.018691,0.267661,0.071642,0.818882,-0.605871,1.424753,2.407245,3.051973,48.83,0.054097,ANOMALY
0.267119,0.019993,0.26637,0.070953,0.893838,-0.644583,1.538421,2.467114,3.346218,48.83,0.052194,ANOMALY
0.285043,0.025297,0.283918,0.080609,1.12837,-0.624251,1.752621,3.070146,3.9586,48.83,0.059544,ANOMALY
0.266683,0.019162,0.265994,0.070753,0.999453,-0.612933,1.612386,2.579411,3.747719,48.83,0.053339,ANOMALY
0.277223,0.024557,0.276133,0.076249,0.994268,-0.640511,1.634779,2.657944,3.586535,48.83,0.056458,ANOMALY
0.269792,0.019116,0.269114,0.072422,0.955353,-0.607325,1.562678,2.578644,3.541076,48.83,0.054218,ANOMALY
0.283597,0.024325,0.282552,0.079836,1.082401,-0.6351,1.717501,2.881578,3.81668,48.83,0.059508,ANOMALY
0.264425,0.017565,0.263841,0.069612,0.839944,-0.65006,1.490004,2.370379,3.176497,48.83,0.05296,ANOMALY
0.271166,0.020113,0.270419,0.073126,1.00505,-0.634263,1.639312,2.621624,3.706402,48.83,0.055503,ANOMALY
0.265419,0.01614,0.264928,0.070187,0.852574,-0.657845,1.510418,2.446443,3.212181,48.83,0.051642,ANOMALY
